is_real_prediction,real_probability,fake_probability,confidence,model_predictions,image_path,actual_label,actual_is_real
False,0.021,0.129,0.129,"{'clip': {'all_similarities': [('a real photograph', 0.11603346467018127), ('an AI-generated image', 0.8839665055274963)], 'real_score': 0.11603346467018127, 'fake_score': 0.8839665055274963, 'is_real_prediction': False, 'confidence': 0.8839665055274963, 'image_path': '/Users/emreaktas/Desktop/01_Projects/Spring_2025/CSC_249/ai_vs_real_detector/data/fake/fake_029.png', 'actual_label': 'fake', 'actual_is_real': 0}, 'cv': {'image_path': '/Users/emreaktas/Desktop/01_Projects/Spring_2025/CSC_249/ai_vs_real_detector/data/fake/fake_029.png', 'actual_label': 'fake', 'actual_is_real': 0, 'real_probability': 0.14, 'fake_probability': 0.86, 'is_real_prediction': False, 'confidence': 0.86}, 'gpt4o': {'is_real': None, 'confidence': 0.0, 'key_observations': ['API error after multiple retries'], 'reasoning': 'Error: 429 Client Error: Too Many Requests for url: https://api.openai.com/v1/chat/completions', 'processing_time': 5.820636034011841, 'image_path': '/Users/emreaktas/Desktop/01_Projects/Spring_2025/CSC_249/ai_vs_real_detector/data/fake/fake_029.png', 'actual_label': 'fake', 'actual_is_real': 0, 'is_real_prediction': None, 'real_probability': 0.0, 'fake_probability': 0.0}}",/Users/emreaktas/Desktop/01_Projects/Spring_2025/CSC_249/ai_vs_real_detector/data/fake/fake_029.png,fake,0
True,0.138,0.012,0.138,"{'clip': {'all_similarities': [('a real photograph', 0.025502143427729607), ('an AI-generated image', 0.9744978547096252)], 'real_score': 0.025502143427729607, 'fake_score': 0.9744978547096252, 'is_real_prediction': False, 'confidence': 0.9744978547096252, 'image_path': '/Users/emreaktas/Desktop/01_Projects/Spring_2025/CSC_249/ai_vs_real_detector/data/real/real_035.jpg', 'actual_label': 'real', 'actual_is_real': 1}, 'cv': {'image_path': '/Users/emreaktas/Desktop/01_Projects/Spring_2025/CSC_249/ai_vs_real_detector/data/real/real_035.jpg', 'actual_label': 'real', 'actual_is_real': 1, 'real_probability': 0.92, 'fake_probability': 0.08, 'is_real_prediction': True, 'confidence': 0.92}, 'gpt4o': {'is_real': None, 'confidence': 0.0, 'key_observations': ['API error after multiple retries'], 'reasoning': 'Error: 429 Client Error: Too Many Requests for url: https://api.openai.com/v1/chat/completions', 'processing_time': 6.411036729812622, 'image_path': '/Users/emreaktas/Desktop/01_Projects/Spring_2025/CSC_249/ai_vs_real_detector/data/real/real_035.jpg', 'actual_label': 'real', 'actual_is_real': 1, 'is_real_prediction': None, 'real_probability': 0.0, 'fake_probability': 0.0}}",/Users/emreaktas/Desktop/01_Projects/Spring_2025/CSC_249/ai_vs_real_detector/data/real/real_035.jpg,real,1
False,0.021,0.129,0.129,"{'clip': {'all_similarities': [('a real photograph', 0.0703136995434761), ('an AI-generated image', 0.9296863079071045)], 'real_score': 0.0703136995434761, 'fake_score': 0.9296863079071045, 'is_real_prediction': False, 'confidence': 0.9296863079071045, 'image_path': '/Users/emreaktas/Desktop/01_Projects/Spring_2025/CSC_249/ai_vs_real_detector/data/fake/fake_050.png', 'actual_label': 'fake', 'actual_is_real': 0}, 'cv': {'image_path': '/Users/emreaktas/Desktop/01_Projects/Spring_2025/CSC_249/ai_vs_real_detector/data/fake/fake_050.png', 'actual_label': 'fake', 'actual_is_real': 0, 'real_probability': 0.14, 'fake_probability': 0.86, 'is_real_prediction': False, 'confidence': 0.86}, 'gpt4o': {'is_real': None, 'confidence': 0.0, 'key_observations': ['API error after multiple retries'], 'reasoning': 'Error: 429 Client Error: Too Many Requests for url: https://api.openai.com/v1/chat/completions', 'processing_time': 5.5989110469818115, 'image_path': '/Users/emreaktas/Desktop/01_Projects/Spring_2025/CSC_249/ai_vs_real_detector/data/fake/fake_050.png', 'actual_label': 'fake', 'actual_is_real': 0, 'is_real_prediction': None, 'real_probability': 0.0, 'fake_probability': 0.0}}",/Users/emreaktas/Desktop/01_Projects/Spring_2025/CSC_249/ai_vs_real_detector/data/fake/fake_050.png,fake,0
False,0.025500000000000002,0.12449999999999999,0.12449999999999999,"{'clip': {'all_similarities': [('a real photograph', 0.08639105409383774), ('an AI-generated image', 0.9136090278625488)], 'real_score': 0.08639105409383774, 'fake_score': 0.9136090278625488, 'is_real_prediction': False, 'confidence': 0.9136090278625488, 'image_path': '/Users/emreaktas/Desktop/01_Projects/Spring_2025/CSC_249/ai_vs_real_detector/data/fake/fake_018.png', 'actual_label': 'fake', 'actual_is_real': 0}, 'cv': {'image_path': '/Users/emreaktas/Desktop/01_Projects/Spring_2025/CSC_249/ai_vs_real_detector/data/fake/fake_018.png', 'actual_label': 'fake', 'actual_is_real': 0, 'real_probability': 0.17, 'fake_probability': 0.83, 'is_real_prediction': False, 'confidence': 0.83}, 'gpt4o': {'is_real': None, 'confidence': 0.0, 'key_observations': ['API error after multiple retries'], 'reasoning': 'Error: 429 Client Error: Too Many Requests for url: https://api.openai.com/v1/chat/completions', 'processing_time': 5.762618064880371, 'image_path': '/Users/emreaktas/Desktop/01_Projects/Spring_2025/CSC_249/ai_vs_real_detector/data/fake/fake_018.png', 'actual_label': 'fake', 'actual_is_real': 0, 'is_real_prediction': None, 'real_probability': 0.0, 'fake_probability': 0.0}}",/Users/emreaktas/Desktop/01_Projects/Spring_2025/CSC_249/ai_vs_real_detector/data/fake/fake_018.png,fake,0
False,0.10200000000000001,0.5479999999999999,0.5479999999999999,"{'clip': {'all_similarities': [('a real photograph', 0.7577394247055054), ('an AI-generated image', 0.24226060509681702)], 'real_score': 0.7577394247055054, 'fake_score': 0.24226060509681702, 'is_real_prediction': True, 'confidence': 0.7577394247055054, 'image_path': '/Users/emreaktas/Desktop/01_Projects/Spring_2025/CSC_249/ai_vs_real_detector/data/fake/fake_035.png', 'actual_label': 'fake', 'actual_is_real': 0}, 'cv': {'image_path': '/Users/emreaktas/Desktop/01_Projects/Spring_2025/CSC_249/ai_vs_real_detector/data/fake/fake_035.png', 'actual_label': 'fake', 'actual_is_real': 0, 'real_probability': 0.18, 'fake_probability': 0.82, 'is_real_prediction': False, 'confidence': 0.82}, 'gpt4o': {'is_real': False, 'confidence': 0.85, 'key_observations': ['Unnatural smoothness in skin texture', 'Stylized and uniform lighting', 'Background lacks realistic imperfections', 'Features appear overly symmetrical', 'Subtle artifacts in the hair and jewelry'], 'reasoning': 'The image appears to be AI-generated due to the overly smooth skin textures, stylized lighting, and lack of realistic imperfections. Additionally, there are subtle artifacts and a uniform appearance in details that suggest digital creation.', 'processing_time': 8.95133113861084, 'image_path': '/Users/emreaktas/Desktop/01_Projects/Spring_2025/CSC_249/ai_vs_real_detector/data/fake/fake_035.png', 'actual_label': 'fake', 'actual_is_real': 0, 'is_real_prediction': False, 'real_probability': 0.15000000000000002, 'fake_probability': 0.85}}",/Users/emreaktas/Desktop/01_Projects/Spring_2025/CSC_249/ai_vs_real_detector/data/fake/fake_035.png,fake,0
True,0.11699999999999999,0.033,0.11699999999999999,"{'clip': {'all_similarities': [('a real photograph', 0.02575754188001156), ('an AI-generated image', 0.9742423892021179)], 'real_score': 0.02575754188001156, 'fake_score': 0.9742423892021179, 'is_real_prediction': False, 'confidence': 0.9742423892021179, 'image_path': '/Users/emreaktas/Desktop/01_Projects/Spring_2025/CSC_249/ai_vs_real_detector/data/real/real_031.jpg', 'actual_label': 'real', 'actual_is_real': 1}, 'cv': {'image_path': '/Users/emreaktas/Desktop/01_Projects/Spring_2025/CSC_249/ai_vs_real_detector/data/real/real_031.jpg', 'actual_label': 'real', 'actual_is_real': 1, 'real_probability': 0.78, 'fake_probability': 0.22, 'is_real_prediction': True, 'confidence': 0.78}, 'gpt4o': {'is_real': None, 'confidence': 0.0, 'key_observations': ['API error after multiple retries'], 'reasoning': 'Error: 429 Client Error: Too Many Requests for url: https://api.openai.com/v1/chat/completions', 'processing_time': 9.268656015396118, 'image_path': '/Users/emreaktas/Desktop/01_Projects/Spring_2025/CSC_249/ai_vs_real_detector/data/real/real_031.jpg', 'actual_label': 'real', 'actual_is_real': 1, 'is_real_prediction': None, 'real_probability': 0.0, 'fake_probability': 0.0}}",/Users/emreaktas/Desktop/01_Projects/Spring_2025/CSC_249/ai_vs_real_detector/data/real/real_031.jpg,real,1
True,0.619,0.03100000000000002,0.619,"{'clip': {'all_similarities': [('a real photograph', 0.26753896474838257), ('an AI-generated image', 0.7324610352516174)], 'real_score': 0.26753896474838257, 'fake_score': 0.7324610352516174, 'is_real_prediction': False, 'confidence': 0.7324610352516174, 'image_path': '/Users/emreaktas/Desktop/01_Projects/Spring_2025/CSC_249/ai_vs_real_detector/data/real/real_019.jpg', 'actual_label': 'real', 'actual_is_real': 1}, 'cv': {'image_path': '/Users/emreaktas/Desktop/01_Projects/Spring_2025/CSC_249/ai_vs_real_detector/data/real/real_019.jpg', 'actual_label': 'real', 'actual_is_real': 1, 'real_probability': 0.96, 'fake_probability': 0.04, 'is_real_prediction': True, 'confidence': 0.96}, 'gpt4o': {'is_real': True, 'confidence': 0.95, 'key_observations': ['Natural lighting and consistent shadows', 'Detailed texture in clothing fabric', 'Realistic posture and body proportions', 'High level of detail in hair strands', 'Coherent and realistic background'], 'reasoning': 'The image exhibits natural lighting and shadows, along with detailed textures, particularly in the clothing and hair. The posture and proportions are realistic, and the background supports the overall scene coherence typical of a real photograph.', 'processing_time': 12.680052995681763, 'image_path': '/Users/emreaktas/Desktop/01_Projects/Spring_2025/CSC_249/ai_vs_real_detector/data/real/real_019.jpg', 'actual_label': 'real', 'actual_is_real': 1, 'is_real_prediction': True, 'real_probability': 0.95, 'fake_probability': 0.050000000000000044}}",/Users/emreaktas/Desktop/01_Projects/Spring_2025/CSC_249/ai_vs_real_detector/data/real/real_019.jpg,real,1
True,0.0825,0.0675,0.0825,"{'clip': {'all_similarities': [('a real photograph', 0.6246840357780457), ('an AI-generated image', 0.37531599402427673)], 'real_score': 0.6246840357780457, 'fake_score': 0.37531599402427673, 'is_real_prediction': True, 'confidence': 0.6246840357780457, 'image_path': '/Users/emreaktas/Desktop/01_Projects/Spring_2025/CSC_249/ai_vs_real_detector/data/fake/fake_019.png', 'actual_label': 'fake', 'actual_is_real': 0}, 'cv': {'image_path': '/Users/emreaktas/Desktop/01_Projects/Spring_2025/CSC_249/ai_vs_real_detector/data/fake/fake_019.png', 'actual_label': 'fake', 'actual_is_real': 0, 'real_probability': 0.55, 'fake_probability': 0.45, 'is_real_prediction': True, 'confidence': 0.55}, 'gpt4o': {'is_real': None, 'confidence': 0.0, 'key_observations': ['API error after multiple retries'], 'reasoning': 'Error: 429 Client Error: Too Many Requests for url: https://api.openai.com/v1/chat/completions', 'processing_time': 9.203593254089355, 'image_path': '/Users/emreaktas/Desktop/01_Projects/Spring_2025/CSC_249/ai_vs_real_detector/data/fake/fake_019.png', 'actual_label': 'fake', 'actual_is_real': 0, 'is_real_prediction': None, 'real_probability': 0.0, 'fake_probability': 0.0}}",/Users/emreaktas/Desktop/01_Projects/Spring_2025/CSC_249/ai_vs_real_detector/data/fake/fake_019.png,fake,0
True,0.5874999999999999,0.06250000000000003,0.5874999999999999,"{'clip': {'all_similarities': [('a real photograph', 0.031863562762737274), ('an AI-generated image', 0.9681364297866821)], 'real_score': 0.031863562762737274, 'fake_score': 0.9681364297866821, 'is_real_prediction': False, 'confidence': 0.9681364297866821, 'image_path': '/Users/emreaktas/Desktop/01_Projects/Spring_2025/CSC_249/ai_vs_real_detector/data/real/real_003.jpg', 'actual_label': 'real', 'actual_is_real': 1}, 'cv': {'image_path': '/Users/emreaktas/Desktop/01_Projects/Spring_2025/CSC_249/ai_vs_real_detector/data/real/real_003.jpg', 'actual_label': 'real', 'actual_is_real': 1, 'real_probability': 0.75, 'fake_probability': 0.25, 'is_real_prediction': True, 'confidence': 0.75}, 'gpt4o': {'is_real': True, 'confidence': 0.95, 'key_observations': ['Consistent and natural lighting across the scene', 'Realistic textures in walls and flooring', 'Natural perspective and scale in architecture', 'Presence of typical imperfections such as slight wear on surfaces', 'Authentic details like posters and furniture arrangement'], 'reasoning': 'The image shows consistent lighting and realistic textures, particularly in the materials of the building. The perspective and scale are coherent with real-life architectural photography. Additionally, the scene includes typical imperfections and human activities, such as the blurry passage of a person, which are characteristic of real-world photos.', 'processing_time': 11.07184910774231, 'image_path': '/Users/emreaktas/Desktop/01_Projects/Spring_2025/CSC_249/ai_vs_real_detector/data/real/real_003.jpg', 'actual_label': 'real', 'actual_is_real': 1, 'is_real_prediction': True, 'real_probability': 0.95, 'fake_probability': 0.050000000000000044}}",/Users/emreaktas/Desktop/01_Projects/Spring_2025/CSC_249/ai_vs_real_detector/data/real/real_003.jpg,real,1
True,0.1425,0.0075,0.1425,"{'clip': {'all_similarities': [('a real photograph', 0.22105200588703156), ('an AI-generated image', 0.7789480090141296)], 'real_score': 0.22105200588703156, 'fake_score': 0.7789480090141296, 'is_real_prediction': False, 'confidence': 0.7789480090141296, 'image_path': '/Users/emreaktas/Desktop/01_Projects/Spring_2025/CSC_249/ai_vs_real_detector/data/real/real_039.jpg', 'actual_label': 'real', 'actual_is_real': 1}, 'cv': {'image_path': '/Users/emreaktas/Desktop/01_Projects/Spring_2025/CSC_249/ai_vs_real_detector/data/real/real_039.jpg', 'actual_label': 'real', 'actual_is_real': 1, 'real_probability': 0.95, 'fake_probability': 0.05, 'is_real_prediction': True, 'confidence': 0.95}, 'gpt4o': {'is_real': None, 'confidence': 0.0, 'key_observations': ['API error after multiple retries'], 'reasoning': 'Error: 429 Client Error: Too Many Requests for url: https://api.openai.com/v1/chat/completions', 'processing_time': 6.853259801864624, 'image_path': '/Users/emreaktas/Desktop/01_Projects/Spring_2025/CSC_249/ai_vs_real_detector/data/real/real_039.jpg', 'actual_label': 'real', 'actual_is_real': 1, 'is_real_prediction': None, 'real_probability': 0.0, 'fake_probability': 0.0}}",/Users/emreaktas/Desktop/01_Projects/Spring_2025/CSC_249/ai_vs_real_detector/data/real/real_039.jpg,real,1
